iter	Passed	Remaining
1703	4271	3249
1704	4274	3246
1705	4276	3243
1706	4279	3241
1707	4281	3238
1708	4283	3235
1709	4286	3233
1710	4288	3231
1711	4291	3228
1712	4293	3226
1713	4296	3223
1714	4298	3220
1715	4300	3218
1716	4303	3215
1717	4305	3212
1718	4307	3210
1719	4309	3207
1720	4312	3204
1721	4314	3201
1722	4316	3199
1723	4318	3196
1724	4321	3193
1725	4323	3191
1726	4325	3188
1727	4328	3186
1728	4330	3183
1729	4333	3180
1730	4335	3178
1731	4337	3175
1732	4340	3173
1733	4342	3170
1734	4345	3168
1735	4347	3165
1736	4350	3163
1737	4352	3160
1738	4354	3157
1739	4357	3155
1740	4359	3152
1741	4361	3149
1742	4364	3147
1743	4366	3144
1744	4368	3142
1745	4371	3139
1746	4374	3137
1747	4376	3134
1748	4378	3132
1749	4381	3129
1750	4383	3126
1751	4385	3124
1752	4388	3121
1753	4390	3118
1754	4392	3116
1755	4395	3113
1756	4397	3110
1757	4399	3108
1758	4401	3105
1759	4404	3102
1760	4406	3100
1761	4408	3097
1762	4410	3094
1763	4412	3091
1764	4415	3089
1765	4417	3086
1766	4419	3084
1767	4422	3081
1768	4424	3078
1769	4426	3076
1770	4429	3073
1771	4431	3070
1772	4433	3068
1773	4436	3066
1774	4438	3063
1775	4441	3060
1776	4443	3058
1777	4445	3055
1778	4447	3052
1779	4450	3050
1780	4452	3047
1781	4454	3044
1782	4457	3042
1783	4459	3039
1784	4461	3036
1785	4463	3034
1786	4466	3031
1787	4468	3029
1788	4471	3026
1789	4473	3023
1790	4475	3021
1791	4477	3018
1792	4480	3016
1793	4482	3013
1794	4485	3010
1795	4487	3008
1796	4489	3005
1797	4491	3002
1798	4493	2999
1799	4496	2997
1800	4498	2994
1801	4500	2992
1802	4503	2989
1803	4505	2986
1804	4507	2984
1805	4510	2981
1806	4512	2979
1807	4514	2976
1808	4517	2974
1809	4520	2971
1810	4522	2969
1811	4525	2966
1812	4537	2970
1813	4540	2968
1814	4542	2965
1815	4545	2963
1816	4547	2960
1817	4549	2958
1818	4552	2955
1819	4554	2953
1820	4557	2950
1821	4559	2947
1822	4561	2945
1823	4563	2942
1824	4566	2940
1825	4568	2937
1826	4571	2934
1827	4573	2932
1828	4575	2929
1829	4578	2927
1830	4580	2924
1831	4583	2922
1832	4585	2919
1833	4587	2916
1834	4589	2914
1835	4592	2911
1836	4594	2908
1837	4596	2906
1838	4599	2903
1839	4602	2901
1840	4604	2898
1841	4606	2895
1842	4608	2893
1843	4611	2890
1844	4613	2888
1845	4616	2885
1846	4618	2882
1847	4620	2880
1848	4622	2877
1849	4625	2875
1850	4628	2872
1851	4630	2870
1852	4632	2867
1853	4635	2865
1854	4637	2862
1855	4639	2859
1856	4642	2857
1857	4644	2854
1858	4646	2852
1859	4648	2849
1860	4651	2846
1861	4653	2843
1862	4655	2841
1863	4658	2839
1864	4661	2836
1865	4663	2834
1866	4665	2831
1867	4667	2828
1868	4669	2825
1869	4672	2823
1870	4674	2820
1871	4676	2818
1872	4679	2815
1873	4681	2812
1874	4683	2810
1875	4685	2807
1876	4688	2804
1877	4690	2802
1878	4692	2799
1879	4694	2796
1880	4696	2793
1881	4698	2791
1882	4700	2788
1883	4703	2785
1884	4705	2783
1885	4707	2780
1886	4709	2777
1887	4711	2775
1888	4713	2772
1889	4715	2769
1890	4717	2766
1891	4719	2764
1892	4721	2761
1893	4723	2758
1894	4726	2755
1895	4728	2753
1896	4730	2750
1897	4732	2747
1898	4734	2745
1899	4737	2742
1900	4739	2739
1901	4741	2737
1902	4743	2734
1903	4745	2731
1904	4747	2728
1905	4749	2726
1906	4751	2723
1907	4753	2720
1908	4755	2717
1909	4757	2715
1910	4759	2712
1911	4761	2709
1912	4764	2707
1913	4766	2704
1914	4768	2701
1915	4770	2698
1916	4772	2696
1917	4774	2693
1918	4776	2690
1919	4778	2687
1920	4780	2685
1921	4782	2682
1922	4784	2679
1923	4786	2676
1924	4788	2674
1925	4790	2671
1926	4793	2668
1927	4795	2666
1928	4797	2663
1929	4799	2660
1930	4801	2658
1931	4803	2655
1932	4806	2653
1933	4808	2650
1934	4811	2648
1935	4813	2645
1936	4815	2642
1937	4818	2640
1938	4820	2637
1939	4822	2634
1940	4824	2632
1941	4826	2629
1942	4829	2627
1943	4831	2624
1944	4833	2621
1945	4836	2619
1946	4838	2616
1947	4841	2614
1948	4843	2611
1949	4845	2609
1950	4848	2606
1951	4851	2604
1952	4853	2602
1953	4856	2599
1954	4858	2597
1955	4861	2594
1956	4863	2591
1957	4865	2589
1958	4868	2586
1959	4870	2584
1960	4872	2581
1961	4874	2579
1962	4877	2576
1963	4879	2573
1964	4882	2571
1965	4884	2569
1966	4887	2566
1967	4889	2564
1968	4891	2561
1969	4894	2558
1970	4896	2556
1971	4899	2554
1972	4901	2551
1973	4904	2549
1974	4906	2546
1975	4909	2544
1976	4912	2541
1977	4914	2539
1978	4917	2536
1979	4919	2534
1980	4922	2532
1981	4925	2529
1982	4928	2527
1983	4930	2525
1984	4933	2522
1985	4936	2520
1986	4938	2517
1987	4941	2515
1988	4944	2513
1989	4947	2510
1990	4949	2508
1991	4952	2506
1992	4955	2503
1993	4958	2501
1994	4961	2499
1995	4964	2497
1996	4967	2494
1997	4970	2492
1998	4973	2490
1999	4976	2488
2000	4978	2485
2001	4981	2483
2002	4983	2480
2003	4986	2478
2004	4988	2475
2005	4991	2473
2006	4994	2471
2007	4996	2468
2008	4999	2466
2009	5002	2463
2010	5004	2461
2011	5007	2458
2012	5009	2456
2013	5012	2453
2014	5015	2451
2015	5018	2449
2016	5020	2446
2017	5023	2444
2018	5025	2441
2019	5028	2439
2020	5031	2437
2021	5034	2435
2022	5036	2432
2023	5039	2430
2024	5041	2427
2025	5044	2425
2026	5047	2422
2027	5049	2420
2028	5051	2417
2029	5054	2415
2030	5056	2412
2031	5059	2410
2032	5061	2407
2033	5064	2405
2034	5066	2402
2035	5069	2400
2036	5071	2397
2037	5073	2395
2038	5076	2392
2039	5078	2389
2040	5081	2387
2041	5083	2384
2042	5086	2382
2043	5088	2380
2044	5091	2377
2045	5094	2375
2046	5096	2372
2047	5098	2370
2048	5101	2367
2049	5104	2365
2050	5106	2362
2051	5108	2360
2052	5111	2357
2053	5113	2355
2054	5115	2352
2055	5118	2350
2056	5121	2347
2057	5124	2345
2058	5126	2342
2059	5128	2340
2060	5131	2337
2061	5134	2335
2062	5136	2332
2063	5138	2330
2064	5140	2327
2065	5143	2325
2066	5145	2322
2067	5147	2320
2068	5150	2317
2069	5152	2315
2070	5155	2312
2071	5157	2309
2072	5159	2307
2073	5161	2304
2074	5164	2302
2075	5167	2299
2076	5169	2297
2077	5171	2294
2078	5174	2292
2079	5176	2289
2080	5179	2287
2081	5181	2284
2082	5184	2282
2083	5186	2279
2084	5190	2277
2085	5192	2275
2086	5195	2272
2087	5197	2270
2088	5200	2267
2089	5202	2265
2090	5205	2262
2091	5207	2260
2092	5210	2257
2093	5212	2255
2094	5215	2252
2095	5217	2250
2096	5219	2247
2097	5222	2245
2098	5225	2243
2099	5228	2240
2100	5231	2238
2101	5233	2235
2102	5235	2233
2103	5238	2231
2104	5241	2228
2105	5244	2226
2106	5246	2223
2107	5249	2221
2108	5251	2218
2109	5255	2216
2110	5257	2214
2111	5259	2211
2112	5262	2208
2113	5264	2206
2114	5266	2203
2115	5269	2201
2116	5272	2199
2117	5274	2196
2118	5277	2194
2119	5280	2191
2120	5282	2189
2121	5285	2186
2122	5287	2184
2123	5290	2181
2124	5292	2179
2125	5294	2176
2126	5297	2174
2127	5301	2172
2128	5303	2169
2129	5306	2167
2130	5308	2164
2131	5312	2162
2132	5314	2160
2133	5317	2157
2134	5319	2155
2135	5321	2152
2136	5323	2149
2137	5327	2147
2138	5329	2145
2139	5332	2142
2140	5334	2140
2141	5336	2137
2142	5339	2135
2143	5341	2132
2144	5344	2130
2145	5346	2127
2146	5348	2125
2147	5351	2122
2148	5353	2119
2149	5356	2117
2150	5358	2115
2151	5361	2112
2152	5363	2110
2153	5366	2107
2154	5368	2105
2155	5371	2102
2156	5373	2100
2157	5376	2097
2158	5378	2095
2159	5380	2092
2160	5383	2089
2161	5385	2087
2162	5388	2085
2163	5391	2082
2164	5394	2080
2165	5396	2077
2166	5399	2075
2167	5401	2073
2168	5404	2070
2169	5407	2068
2170	5410	2065
2171	5413	2063
2172	5416	2061
2173	5419	2059
2174	5422	2056
2175	5424	2054
2176	5427	2051
2177	5430	2049
2178	5432	2046
2179	5435	2044
2180	5437	2041
2181	5440	2039
2182	5442	2037
2183	5446	2034
2184	5448	2032
2185	5450	2029
2186	5453	2027
2187	5455	2024
2188	5458	2022
2189	5460	2019
2190	5463	2017
2191	5465	2014
2192	5467	2012
2193	5470	2009
2194	5473	2007
2195	5475	2004
2196	5478	2002
2197	5480	1999
2198	5483	1997
2199	5485	1994
2200	5488	1992
2201	5492	1990
2202	5495	1988
2203	5499	1986
2204	5503	1984
2205	5506	1981
2206	5509	1979
2207	5512	1977
2208	5515	1975
2209	5520	1973
2210	5522	1970
2211	5525	1968
2212	5527	1965
2213	5530	1963
2214	5533	1961
2215	5536	1958
2216	5539	1956
2217	5542	1953
2218	5544	1951
2219	5547	1949
2220	5550	1946
2221	5552	1944
2222	5555	1941
2223	5557	1939
2224	5560	1936
2225	5562	1934
2226	5566	1931
2227	5569	1929
2228	5571	1927
2229	5574	1924
2230	5577	1922
2231	5580	1920
2232	5582	1917
2233	5585	1915
2234	5587	1912
2235	5590	1910
2236	5593	1907
2237	5596	1905
2238	5598	1902
2239	5600	1900
2240	5603	1897
2241	5605	1895
2242	5608	1892
2243	5610	1890
2244	5613	1887
2245	5615	1885
2246	5617	1882
2247	5620	1880
2248	5622	1877
2249	5624	1874
2250	5627	1872
2251	5629	1869
2252	5631	1867
2253	5633	1864
2254	5636	1862
2255	5639	1859
2256	5642	1857
2257	5644	1854
2258	5646	1852
2259	5649	1849
2260	5651	1847
2261	5654	1844
2262	5656	1842
2263	5658	1839
2264	5661	1837
2265	5663	1834
2266	5666	1832
2267	5669	1829
2268	5672	1827
2269	5674	1824
2270	5677	1822
2271	5679	1819
2272	5682	1817
2273	5685	1815
2274	5687	1812
2275	5689	1809
2276	5692	1807
2277	5694	1804
2278	5697	1802
2279	5700	1800
2280	5703	1797
2281	5706	1795
2282	5710	1793
2283	5714	1791
2284	5717	1789
2285	5720	1786
2286	5724	1784
2287	5726	1782
2288	5729	1779
2289	5732	1777
2290	5735	1774
2291	5738	1772
2292	5741	1770
2293	5745	1768
2294	5748	1765
2295	5750	1763
2296	5753	1760
2297	5757	1758
2298	5761	1756
2299	5766	1754
2300	5769	1752
2301	5773	1750
2302	5776	1748
2303	5780	1746
2304	5787	1745
2305	5792	1743
2306	5796	1741
2307	5801	1739
2308	5804	1737
2309	5808	1734
2310	5812	1732
2311	5814	1730
2312	5817	1727
2313	5819	1725
2314	5822	1722
2315	5825	1720
2316	5829	1718
2317	5831	1715
2318	5834	1713
2319	5836	1710
2320	5840	1708
2321	5844	1706
2322	5849	1704
2323	5852	1702
2324	5855	1700
2325	5858	1697
2326	5861	1695
2327	5871	1694
2328	5875	1692
2329	5881	1691
2330	5887	1689
2331	5893	1688
2332	5899	1686
2333	5904	1684
2334	5908	1682
2335	5913	1680
2336	5920	1679
2337	5924	1677
2338	5928	1675
2339	5931	1673
2340	5935	1670
2341	5938	1668
2342	5940	1665
2343	5944	1663
2344	5946	1661
2345	5950	1658
2346	5953	1656
2347	5958	1654
2348	5963	1652
2349	5967	1650
2350	5971	1648
2351	5974	1646
2352	5978	1643
2353	5981	1641
2354	5984	1639
2355	5989	1637
2356	5993	1635
2357	5997	1632
2358	6000	1630
2359	6003	1627
2360	6005	1625
2361	6008	1622
2362	6011	1620
2363	6013	1617
2364	6016	1615
2365	6020	1613
2366	6022	1610
2367	6025	1608
2368	6028	1605
2369	6031	1603
2370	6034	1600
2371	6037	1598
2372	6040	1596
2373	6043	1593
2374	6048	1591
2375	6051	1589
2376	6055	1587
2377	6058	1584
2378	6063	1582
2379	6066	1580
2380	6069	1577
2381	6072	1575
2382	6075	1573
2383	6079	1570
2384	6082	1568
2385	6085	1566
2386	6106	1568
2387	6110	1566
2388	6114	1563
2389	6119	1561
2390	6123	1559
2391	6127	1557
2392	6131	1555
2393	6135	1553
2394	6139	1550
2395	6143	1548
2396	6149	1546
2397	6154	1545
2398	6159	1542
2399	6165	1541
2400	6170	1539
2401	6174	1537
2402	6178	1534
2403	6182	1532
2404	6186	1530
2405	6191	1528
2406	6196	1526
2407	6200	1524
2408	6204	1522
2409	6213	1521
2410	6217	1519
2411	6222	1517
2412	6225	1514
2413	6229	1512
2414	6232	1509
2415	6236	1507
2416	6240	1505
2417	6242	1502
2418	6245	1499
2419	6247	1497
2420	6250	1494
2421	6253	1492
2422	6256	1489
2423	6259	1487
2424	6262	1484
2425	6267	1483
2426	6272	1480
2427	6279	1479
2428	6284	1477
2429	6288	1475
2430	6292	1472
2431	6325	1477
2432	6329	1475
2433	6332	1472
2434	6336	1470
2435	6340	1468
2436	6344	1465
2437	6347	1463
2438	6350	1460
2439	6353	1458
2440	6356	1455
2441	6359	1453
2442	6363	1450
2443	6366	1448
2444	6370	1445
2445	6373	1443
2446	6376	1440
2447	6378	1438
2448	6382	1435
2449	6386	1433
2450	6390	1431
2451	6393	1428
2452	6396	1426
2453	6399	1423
2454	6402	1421
2455	6404	1418
2456	6407	1416
2457	6410	1413
2458	6415	1411
2459	6418	1408
2460	6421	1406
2461	6424	1403
2462	6427	1401
2463	6430	1398
2464	6433	1396
2465	6436	1393
2466	6439	1391
2467	6442	1388
2468	6447	1386
2469	6451	1384
2470	6453	1381
2471	6457	1379
2472	6461	1376
2473	6464	1374
2474	6467	1371
2475	6471	1369
2476	6475	1367
2477	6480	1365
2478	6484	1362
2479	6487	1360
2480	6491	1357
2481	6494	1355
2482	6498	1353
2483	6501	1350
2484	6505	1348
2485	6509	1345
2486	6513	1343
2487	6519	1341
2488	6524	1339
2489	6528	1337
2490	6532	1334
2491	6536	1332
2492	6539	1329
2493	6541	1327
2494	6545	1324
2495	6548	1322
2496	6552	1319
2497	6555	1317
2498	6558	1314
2499	6561	1312
2500	6564	1309
2501	6567	1307
2502	6569	1304
2503	6573	1302
2504	6576	1299
2505	6579	1296
2506	6581	1294
2507	6585	1291
2508	6589	1289
2509	6593	1287
2510	6597	1284
2511	6602	1282
2512	6606	1280
2513	6609	1277
2514	6612	1275
2515	6615	1272
2516	6620	1270
2517	6633	1269
2518	6638	1267
2519	6641	1265
2520	6646	1262
2521	6652	1260
2522	6656	1258
2523	6660	1256
2524	6664	1253
2525	6670	1251
2526	6673	1249
2527	6679	1247
2528	6683	1244
2529	6686	1242
2530	6691	1239
2531	6695	1237
2532	6699	1235
2533	6703	1232
2534	6711	1231
2535	6715	1228
2536	6721	1226
2537	6725	1224
2538	6729	1221
2539	6735	1219
2540	6740	1217
2541	6745	1215
2542	6748	1212
2543	6754	1210
2544	6759	1208
2545	6762	1205
2546	6766	1203
2547	6769	1200
2548	6772	1198
2549	6775	1195
2550	6779	1193
2551	6782	1190
2552	6786	1188
2553	6789	1185
2554	6792	1183
2555	6796	1180
2556	6799	1178
2557	6803	1175
2558	6806	1173
2559	6809	1170
2560	6812	1167
2561	6815	1165
2562	6818	1162
2563	6821	1159
2564	6824	1157
2565	6826	1154
2566	6829	1151
2567	6831	1149
2568	6834	1146
2569	6838	1144
2570	6840	1141
2571	6844	1138
2572	6846	1136
2573	6850	1133
2574	6853	1131
2575	6855	1128
2576	6857	1125
2577	6860	1123
2578	6862	1120
2579	6866	1117
2580	6870	1115
2581	6873	1112
2582	6876	1110
2583	6879	1107
2584	6882	1104
2585	6885	1102
2586	6888	1099
2587	6890	1096
2588	6893	1094
2589	6896	1091
2590	6899	1089
2591	6902	1086
2592	6904	1083
2593	6907	1081
2594	6910	1078
2595	6913	1075
2596	6916	1073
2597	6919	1070
2598	6922	1068
2599	6925	1065
2600	6928	1062
2601	6931	1060
2602	6933	1057
2603	6936	1054
2604	6939	1052
2605	6941	1049
2606	6944	1046
2607	6946	1044
2608	6949	1041
2609	6951	1038
2610	6954	1036
2611	6957	1033
2612	6960	1030
2613	6963	1028
2614	6967	1025
2615	6970	1023
2616	6973	1020
2617	6976	1017
2618	6978	1015
2619	6982	1012
2620	6985	1010
2621	6987	1007
2622	6990	1004
2623	6993	1002
2624	6996	999
2625	6999	996
2626	7002	994
2627	7004	991
2628	7008	988
2629	7010	986
2630	7013	983
2631	7016	981
2632	7018	978
2633	7021	975
2634	7023	972
2635	7026	970
2636	7030	967
2637	7032	965
2638	7035	962
2639	7038	959
2640	7041	957
2641	7044	954
2642	7046	951
2643	7049	949
2644	7052	946
2645	7054	943
2646	7057	941
2647	7061	938
2648	7064	936
2649	7067	933
2650	7071	930
2651	7075	928
2652	7078	925
2653	7080	923
2654	7084	920
2655	7087	917
2656	7089	915
2657	7092	912
2658	7095	909
2659	7097	907
2660	7100	904
2661	7103	901
2662	7106	899
2663	7108	896
2664	7111	893
2665	7115	891
2666	7118	888
2667	7120	886
2668	7123	883
2669	7125	880
2670	7128	878
2671	7131	875
2672	7133	872
2673	7135	869
2674	7137	867
2675	7140	864
2676	7142	861
2677	7145	859
2678	7148	856
2679	7150	853
2680	7152	851
2681	7155	848
2682	7157	845
2683	7160	843
2684	7162	840
2685	7164	837
2686	7167	834
2687	7169	832
2688	7171	829
2689	7174	826
2690	7177	824
2691	7179	821
2692	7181	818
2693	7184	816
2694	7186	813
2695	7189	810
2696	7191	807
2697	7194	805
2698	7196	802
2699	7199	799
2700	7202	797
2701	7205	794
2702	7207	791
2703	7210	789
2704	7212	786
2705	7215	783
2706	7218	781
2707	7220	778
2708	7223	775
2709	7226	773
2710	7229	770
2711	7231	767
2712	7234	765
2713	7237	762
2714	7239	759
2715	7242	757
2716	7244	754
2717	7247	751
2718	7250	749
2719	7253	746
2720	7255	743
2721	7258	741
2722	7260	738
2723	7262	735
2724	7265	733
2725	7269	730
2726	7271	727
2727	7274	725
2728	7277	722
2729	7279	719
2730	7282	717
2731	7284	714
2732	7286	711
2733	7289	709
2734	7291	706
2735	7294	703
2736	7296	701
2737	7299	698
2738	7301	695
2739	7304	693
2740	7306	690
2741	7309	687
2742	7312	685
2743	7314	682
2744	7316	679
2745	7319	677
2746	7321	674
2747	7324	671
2748	7326	668
2749	7328	666
2750	7330	663
2751	7333	660
2752	7336	658
2753	7338	655
2754	7340	652
2755	7343	650
2756	7345	647
2757	7348	644
2758	7350	642
2759	7352	639
2760	7355	636
2761	7357	633
2762	7359	631
2763	7362	628
2764	7364	625
2765	7367	623
2766	7369	620
2767	7372	617
2768	7374	615
2769	7377	612
2770	7379	609
2771	7382	607
2772	7384	604
2773	7386	601
2774	7388	599
2775	7390	596
2776	7393	593
2777	7395	591
2778	7398	588
2779	7400	585
2780	7402	582
2781	7404	580
2782	7407	577
2783	7409	574
2784	7412	572
2785	7414	569
2786	7416	566
2787	7419	564
2788	7421	561
2789	7423	558
2790	7426	556
2791	7428	553
2792	7430	550
2793	7432	548
2794	7435	545
2795	7437	542
2796	7439	539
2797	7441	537
2798	7444	534
2799	7446	531
2800	7449	529
2801	7451	526
2802	7454	523
2803	7457	521
2804	7468	519
2805	7471	516
2806	7474	513
2807	7477	511
2808	7480	508
2809	7483	506
2810	7486	503
2811	7489	500
2812	7491	498
2813	7494	495
2814	7496	492
2815	7499	490
2816	7502	487
2817	7505	484
2818	7507	482
2819	7510	479
2820	7512	476
2821	7515	474
2822	7521	471
2823	7525	469
2824	7531	466
2825	7536	464
2826	7541	461
2827	7544	458
2828	7548	456
2829	7552	453
2830	7557	451
2831	7561	448
2832	7565	445
2833	7570	443
2834	7574	440
2835	7578	438
2836	7582	435
2837	7587	433
2838	7592	430
2839	7595	427
2840	7598	425
2841	7601	422
2842	7604	419
2843	7608	417
2844	7611	414
2845	7614	412
2846	7618	409
2847	7621	406
2848	7624	404
2849	7627	401
2850	7630	398
2851	7633	396
2852	7635	393
2853	7638	390
2854	7641	388
2855	7644	385
2856	7647	382
2857	7649	380
2858	7652	377
2859	7654	374
2860	7656	372
2861	7660	369
2862	7663	366
2863	7665	364
2864	7668	361
2865	7671	358
2866	7674	356
2867	7677	353
2868	7680	350
2869	7683	348
2870	7685	345
2871	7688	342
2872	7691	339
2873	7693	337
2874	7696	334
2875	7699	331
2876	7702	329
2877	7705	326
2878	7708	323
2879	7710	321
2880	7713	318
2881	7716	315
2882	7719	313
2883	7722	310
2884	7724	307
2885	7727	305
2886	7729	302
2887	7732	299
2888	7735	297
2889	7738	294
2890	7741	291
2891	7744	289
2892	7747	286
2893	7750	283
2894	7753	281
2895	7757	278
2896	7760	275
2897	7763	273
2898	7766	270
2899	7770	267
2900	7772	265
2901	7776	262
2902	7779	259
2903	7782	257
2904	7785	254
2905	7788	251
2906	7792	249
2907	7795	246
2908	7799	243
2909	7802	241
2910	7805	238
2911	7810	236
2912	7813	233
2913	7815	230
2914	7818	227
2915	7820	225
2916	7823	222
2917	7826	219
2918	7828	217
2919	7830	214
2920	7833	211
2921	7836	209
2922	7839	206
2923	7841	203
2924	7844	201
2925	7846	198
2926	7849	195
2927	7851	193
2928	7854	190
2929	7856	187
2930	7859	185
2931	7861	182
2932	7864	179
2933	7867	176
2934	7870	174
2935	7873	171
2936	7876	168
2937	7878	166
2938	7881	163
2939	7884	160
2940	7887	158
2941	7891	155
2942	7894	152
2943	7898	150
2944	7900	147
2945	7903	144
2946	7906	142
2947	7909	139
2948	7912	136
2949	7916	134
2950	7920	131
2951	7923	128
2952	7926	126
2953	7931	123
2954	7934	120
2955	7937	118
2956	7940	115
2957	7946	112
2958	7950	110
2959	7960	107
2960	7964	104
2961	7967	102
2962	7971	99
2963	7975	96
2964	7979	94
2965	7982	91
2966	7984	88
2967	7988	86
2968	7991	83
2969	7994	80
2970	7998	78
2971	8001	75
2972	8004	72
2973	8006	69
2974	8009	67
2975	8012	64
2976	8015	61
2977	8018	59
2978	8021	56
2979	8024	53
2980	8027	51
2981	8029	48
2982	8032	45
2983	8035	43
2984	8038	40
2985	8041	37
2986	8043	35
2987	8046	32
2988	8050	29
2989	8053	26
2990	8057	24
2991	8063	21
2992	8068	18
2993	8072	16
2994	8078	13
2995	8082	10
2996	8085	8
2997	8089	5
2998	8093	2
2999	8097	0
