iter	RMSE
1506	0.06612341798
1507	0.06609018411
1508	0.06605809783
1509	0.06603312076
1510	0.06602082591
1511	0.06598399597
1512	0.06596540389
1513	0.06593301564
1514	0.06591026482
1515	0.06589438974
1516	0.06586544373
1517	0.06584662942
1518	0.06581851053
1519	0.06579534386
1520	0.06577280135
1521	0.06575030594
1522	0.06572312512
1523	0.06569495929
1524	0.06566718619
1525	0.0656343233
1526	0.06561678809
1527	0.06560551205
1528	0.06557611237
1529	0.06554970417
1530	0.06552450433
1531	0.06549388739
1532	0.06546806195
1533	0.06544783036
1534	0.06542238225
1535	0.06540014913
1536	0.06538256209
1537	0.06534713127
1538	0.0653140158
1539	0.06528757571
1540	0.06525797556
1541	0.06523107024
1542	0.06520702943
1543	0.06518740909
1544	0.06515605143
1545	0.0651317925
1546	0.06511076403
1547	0.06508740794
1548	0.06506306033
1549	0.06503907688
1550	0.0650092998
1551	0.06499908708
1552	0.06497344793
1553	0.06494999458
1554	0.06491233176
1555	0.06488637179
1556	0.06486553546
1557	0.06484931667
1558	0.06483211986
1559	0.06480494048
1560	0.06477777437
1561	0.06475428248
1562	0.06473131049
1563	0.06472672368
1564	0.06469956422
1565	0.06466645735
1566	0.06463110983
1567	0.06460215746
1568	0.06457714043
1569	0.06456499421
1570	0.06454682952
1571	0.06451393117
1572	0.06449094322
1573	0.06446534893
1574	0.06443166348
1575	0.06441663576
1576	0.06440731949
1577	0.06439053538
1578	0.06437476544
1579	0.0643546946
1580	0.06433372776
1581	0.06430068032
1582	0.06427704813
1583	0.06425982432
1584	0.06423649151
1585	0.06420933366
1586	0.06420508962
1587	0.06417969968
1588	0.06414699372
1589	0.06412811224
1590	0.06410463363
1591	0.06408105665
1592	0.06406595388
1593	0.06404168719
1594	0.06401050887
1595	0.0639842796
1596	0.0639518311
1597	0.06392108632
1598	0.0638898501
1599	0.06386644493
1600	0.0638483226
1601	0.06383226679
1602	0.06380866041
1603	0.06378407275
1604	0.06375907532
1605	0.06373551912
1606	0.06371154175
1607	0.0636895154
1608	0.06365456119
1609	0.06363047363
1610	0.06359819493
1611	0.06356836642
1612	0.06355749534
1613	0.06352627973
1614	0.06350202094
1615	0.06348021645
1616	0.0634618275
1617	0.06343946013
1618	0.06341649196
1619	0.06338926192
1620	0.06336658505
1621	0.06335289653
1622	0.06333106135
1623	0.0633143865
1624	0.06328796642
1625	0.06326384095
1626	0.06323320544
1627	0.06320345905
1628	0.06317769801
1629	0.06316668682
1630	0.06313234776
1631	0.06310452639
1632	0.0630780714
1633	0.06305986521
1634	0.06303036965
1635	0.06300626311
1636	0.06300250272
1637	0.06298952981
1638	0.06298465874
1639	0.06296014631
1640	0.06294225512
1641	0.06292423083
1642	0.06289193189
1643	0.06287828964
1644	0.0628635889
1645	0.06284411679
1646	0.06282108101
1647	0.06279358611
1648	0.06276642999
1649	0.06275172047
1650	0.06273022282
1651	0.06270964885
1652	0.06268348755
1653	0.06266662023
1654	0.06265023852
1655	0.06264174343
1656	0.06261849068
1657	0.06258442028
1658	0.06256657164
1659	0.06252890195
1660	0.06250327613
1661	0.06247195928
1662	0.0624460609
1663	0.06242700321
1664	0.06240479552
1665	0.06237403353
1666	0.06234900444
1667	0.06233095844
1668	0.06231495657
1669	0.06229752061
1670	0.06227848705
1671	0.06226277058
1672	0.06224205197
1673	0.06221242644
1674	0.06218384878
1675	0.062172157
1676	0.06215035379
1677	0.06212217978
1678	0.06209989181
1679	0.06208762153
1680	0.06207389383
1681	0.06205297013
1682	0.06202557377
1683	0.06200244269
1684	0.0619717895
1685	0.06194639246
1686	0.0619242885
1687	0.06190688872
1688	0.06187137237
1689	0.06183776207
1690	0.0618148438
1691	0.06179295576
1692	0.0617660809
1693	0.06174609029
1694	0.0617246397
1695	0.06169828286
1696	0.06166562289
1697	0.06165346187
1698	0.06163626981
1699	0.06162123496
1700	0.06159780992
1701	0.06157178415
1702	0.06154569011
1703	0.06152052699
1704	0.06149760618
1705	0.06147464459
1706	0.06144000304
1707	0.06142512015
1708	0.06139432999
1709	0.06137877924
1710	0.06137372887
1711	0.06135305778
1712	0.06132332821
1713	0.06130038046
1714	0.06127812032
1715	0.0612551118
1716	0.06123647083
1717	0.0612159069
1718	0.06119857844
1719	0.06118038534
1720	0.0611621587
1721	0.06113244279
1722	0.061108865
1723	0.06107925849
1724	0.06106188277
1725	0.06103908661
1726	0.06103462547
1727	0.0610198338
1728	0.06099686079
1729	0.06097649102
1730	0.0609569178
1731	0.06092876154
1732	0.06090611355
1733	0.06087197364
1734	0.06084361429
1735	0.06082793447
1736	0.06080913177
1737	0.06078478994
1738	0.06075890632
1739	0.0607313777
1740	0.06071401985
1741	0.06069708825
1742	0.06066291963
1743	0.06063571093
1744	0.0606213148
1745	0.06059756845
1746	0.06059255501
1747	0.0605749123
1748	0.06055249504
1749	0.06053104543
1750	0.06050679217
1751	0.06048930933
1752	0.06046318671
1753	0.06043848317
1754	0.06041754129
1755	0.06039305514
1756	0.06036598341
1757	0.0603514564
1758	0.0603298065
1759	0.06030328607
1760	0.06028153952
1761	0.06027013619
1762	0.06025338903
1763	0.06023111334
1764	0.06021694477
1765	0.06019448867
1766	0.06018430532
1767	0.06017951367
1768	0.06016724096
1769	0.06014148548
1770	0.06011628033
1771	0.06010904289
1772	0.06009344455
1773	0.06007443611
1774	0.06004486207
1775	0.0600269816
1776	0.06000484031
1777	0.05998741306
1778	0.05996968296
1779	0.05994387835
1780	0.0599162952
1781	0.05991163219
1782	0.05989090537
1783	0.05986949613
1784	0.05984719573
1785	0.05982993562
1786	0.05981998056
1787	0.05980315722
1788	0.05977250979
1789	0.05975705472
1790	0.05974836275
1791	0.05972518524
1792	0.0597091202
1793	0.05968029736
1794	0.05966190502
1795	0.05963614512
1796	0.05961018546
1797	0.05958830783
1798	0.05956751246
1799	0.05954953293
1800	0.05952592545
1801	0.05950691316
1802	0.05948265368
1803	0.05946062359
1804	0.05944366148
1805	0.05942327641
1806	0.0593944734
1807	0.05937219574
1808	0.05934916098
1809	0.05932131736
1810	0.05929663623
1811	0.05927608044
1812	0.05924914765
1813	0.05922903604
1814	0.05920911727
1815	0.05918749774
1816	0.05916710193
1817	0.05915687655
1818	0.05913301616
1819	0.05911632161
1820	0.05909411104
1821	0.05906917907
1822	0.0590613852
1823	0.05904183496
1824	0.0590147957
1825	0.05898174099
1826	0.05896004019
1827	0.05894651466
1828	0.05893469032
1829	0.05891666924
1830	0.05889346194
1831	0.05887677756
1832	0.05886479974
1833	0.05884964792
1834	0.05882335529
1835	0.05881306924
1836	0.05878839164
1837	0.05875957518
1838	0.0587403487
1839	0.05871234763
1840	0.05868829826
1841	0.05867087035
1842	0.05865058129
1843	0.05863030829
1844	0.05861046181
1845	0.05859022847
1846	0.05856997654
1847	0.05855081646
1848	0.05852890115
1849	0.05850659589
1850	0.05848732741
1851	0.05846127178
1852	0.05843610814
1853	0.05841961201
1854	0.05840502464
1855	0.05838261728
1856	0.05835347076
1857	0.05832791594
1858	0.05831501571
1859	0.05829769414
1860	0.05827395458
1861	0.05825265436
1862	0.05822567642
1863	0.05820783174
1864	0.0581811176
1865	0.05815918664
1866	0.05813902344
1867	0.05811402912
1868	0.0580952351
1869	0.0580700064
1870	0.05805565242
1871	0.05803407592
1872	0.05801124213
1873	0.05798254495
1874	0.05797117308
1875	0.05795495244
1876	0.0579294881
1877	0.05791125124
1878	0.0578835966
1879	0.05785928544
1880	0.05784018806
1881	0.05780884337
1882	0.05778663207
1883	0.05776505198
1884	0.05774087128
1885	0.05772440982
1886	0.05769873272
1887	0.05768608224
1888	0.05766392668
1889	0.05764246354
1890	0.05761823772
1891	0.05761365297
1892	0.05759667065
1893	0.05757882355
1894	0.05755577518
1895	0.05752953116
1896	0.05751101213
1897	0.05748874052
1898	0.05746498818
1899	0.05744101316
1900	0.05742450606
1901	0.05742042142
1902	0.05740446989
1903	0.05739106715
1904	0.05736795818
1905	0.05735166607
1906	0.05733395932
1907	0.05731279136
1908	0.05730880158
1909	0.05730476351
1910	0.05727225046
1911	0.05726332889
1912	0.05724271874
1913	0.05722718099
1914	0.05720622726
1915	0.05718271866
1916	0.05716458102
1917	0.05713762053
1918	0.05711584963
1919	0.05708810387
1920	0.05707258237
1921	0.05704667093
1922	0.05702608709
1923	0.05700512459
1924	0.0569962655
1925	0.05698304231
1926	0.05696524521
1927	0.05694218724
1928	0.05692370718
1929	0.05689952642
1930	0.05688106966
1931	0.05685663445
1932	0.05683670949
1933	0.05681642807
1934	0.05679685164
1935	0.05677200437
1936	0.05676863942
1937	0.05675848941
1938	0.05674725548
1939	0.05672772554
1940	0.05671297894
1941	0.05669232292
1942	0.05668116221
1943	0.05666370139
1944	0.05663896643
1945	0.05661605518
1946	0.05659708138
1947	0.05657211756
1948	0.05655344094
1949	0.0565337963
1950	0.05652036425
1951	0.05650518616
1952	0.05647688731
1953	0.056454599
1954	0.05644853244
1955	0.05642762912
1956	0.05640904197
1957	0.05638601065
1958	0.05637348161
1959	0.05635816915
1960	0.05633013349
1961	0.05632611508
1962	0.05630964801
1963	0.0562839134
1964	0.05627146664
1965	0.05624151975
1966	0.0562156338
1967	0.05619821926
1968	0.05617523549
1969	0.05615586594
1970	0.05613655212
1971	0.05611176424
1972	0.05609179646
1973	0.0560737008
1974	0.05604523614
1975	0.0560286904
1976	0.05600042812
1977	0.05598545837
1978	0.05595764947
1979	0.0559356124
1980	0.05591789531
1981	0.05590044203
1982	0.05588017734
1983	0.05585268264
1984	0.05584606581
1985	0.05582307001
1986	0.05580167803
1987	0.05578000723
1988	0.05575895896
1989	0.05574583075
1990	0.0557298797
1991	0.05570629397
1992	0.05568542719
1993	0.05566219801
1994	0.05564202563
1995	0.05562628054
1996	0.05561580708
1997	0.05560098904
1998	0.05557936944
1999	0.05556003619
2000	0.05554517247
2001	0.05552579281
2002	0.05550483727
2003	0.05548839231
2004	0.05547945207
2005	0.05545546423
2006	0.05545001649
2007	0.05542523244
2008	0.05540900906
2009	0.05538783759
2010	0.05536879689
2011	0.05535468295
2012	0.05534574803
2013	0.05532927056
2014	0.05531198736
2015	0.05529008774
2016	0.05526880887
2017	0.05523127875
2018	0.05521289457
2019	0.05520190359
2020	0.05518384093
2021	0.05516129802
2022	0.05513062039
2023	0.05511071656
2024	0.05509013493
2025	0.05506423021
2026	0.0550420583
2027	0.05503680368
2028	0.05501313018
2029	0.05500204631
2030	0.05497954222
2031	0.05495692818
2032	0.05493989252
2033	0.05492089792
2034	0.05489491636
2035	0.0548759949
2036	0.05485305293
2037	0.05484761394
2038	0.0548299896
2039	0.05480990744
2040	0.05478331666
2041	0.05476518468
2042	0.05474038066
2043	0.05471635185
2044	0.0546900637
2045	0.05466687404
2046	0.05464855
2047	0.05462382503
2048	0.05460087469
2049	0.05457455564
2050	0.05455178077
2051	0.05453979088
2052	0.05452737017
2053	0.05451244684
2054	0.05449075271
2055	0.0544728118
2056	0.05445665786
2057	0.05443648333
2058	0.05441896391
2059	0.0544002766
2060	0.05437762887
2061	0.05435603915
2062	0.05433674503
2063	0.05430779448
2064	0.05429203753
2065	0.0542709073
2066	0.05424913269
2067	0.05423304408
2068	0.05422996024
2069	0.05421468176
2070	0.05418958268
2071	0.05417071192
2072	0.05415080154
2073	0.05412716998
2074	0.05411178848
2075	0.05409429537
2076	0.05407345668
2077	0.05406234142
2078	0.05403454195
2079	0.0540178731
2080	0.05399854074
2081	0.05397658482
2082	0.05395020262
2083	0.05392540286
2084	0.05390871974
2085	0.0538887191
2086	0.05388098914
2087	0.05386468013
2088	0.05384758205
2089	0.0538308344
2090	0.053825402
2091	0.05381207642
2092	0.05378802356
2093	0.05377292757
2094	0.05374974419
2095	0.05373605046
2096	0.05371822518
2097	0.05371442043
2098	0.05369502186
2099	0.05367311653
2100	0.05365382879
2101	0.05363331863
2102	0.05360365891
2103	0.05358931406
2104	0.05356798623
2105	0.05356241258
2106	0.05354337908
2107	0.05352368674
2108	0.05350873936
2109	0.05349053161
2110	0.05347919919
2111	0.0534750427
2112	0.05344798128
2113	0.05342765526
2114	0.0534128879
2115	0.05339421271
2116	0.05337486304
2117	0.0533517091
2118	0.05333754544
2119	0.05331425075
2120	0.05329322103
2121	0.05328010335
2122	0.05326203089
2123	0.05323381759
2124	0.05320985809
2125	0.05319217189
2126	0.05317753772
2127	0.0531650257
2128	0.05314731972
2129	0.05313076044
2130	0.05311528331
2131	0.05308851494
2132	0.05306620517
2133	0.05304893749
2134	0.05304580476
2135	0.05301730145
2136	0.05300362088
2137	0.05298432978
2138	0.05295581417
2139	0.05294337502
2140	0.05291965655
2141	0.05288900258
2142	0.05287404538
2143	0.05285829591
2144	0.05283899245
2145	0.05281969238
2146	0.05280300798
2147	0.05277496374
2148	0.05275843846
2149	0.05274001738
2150	0.05271514753
2151	0.05270367075
2152	0.05268611764
2153	0.05266867402
2154	0.05264659238
2155	0.05263233029
2156	0.05261640912
2157	0.05260806916
2158	0.05259861298
2159	0.05257819334
2160	0.05255960502
2161	0.05254005531
2162	0.0525278275
2163	0.05250886523
2164	0.05249091262
2165	0.05247284476
2166	0.05245995253
2167	0.05244476765
2168	0.052432085
2169	0.05241915879
2170	0.0523981454
2171	0.05238591694
2172	0.05236888408
2173	0.05235679411
2174	0.05234063853
2175	0.05233050416
2176	0.05231480518
2177	0.0522997048
2178	0.05227741838
2179	0.05225597964
2180	0.05222936528
2181	0.05221260153
2182	0.05219972783
2183	0.05218094712
2184	0.05216845768
2185	0.05214997508
2186	0.05213591711
2187	0.05211633929
2188	0.05210021126
2189	0.05207892308
2190	0.05206078851
2191	0.05203571459
2192	0.05202059974
2193	0.05200324917
2194	0.05198793238
2195	0.05197489689
2196	0.0519647929
2197	0.05195136956
2198	0.0519366273
2199	0.05191324825
2200	0.05189123686
2201	0.05187519092
2202	0.05186076317
2203	0.05185773052
2204	0.05184074796
2205	0.05183095462
2206	0.05181382674
2207	0.0517979182
2208	0.051782249
2209	0.05175519404
2210	0.05174253336
2211	0.05172596804
2212	0.05170612862
2213	0.05168916009
2214	0.05167766003
2215	0.05165965345
2216	0.05164359551
2217	0.05163325147
2218	0.05161674689
2219	0.05160400419
2220	0.05158880756
2221	0.05157176628
2222	0.05156757011
2223	0.05156239424
2224	0.05155473339
2225	0.05153572577
2226	0.05152359449
2227	0.05150622274
2228	0.05147952796
2229	0.0514633303
2230	0.05144866171
2231	0.05143180183
2232	0.05141112979
2233	0.0513900424
2234	0.05137197214
2235	0.05134288676
2236	0.05132758803
2237	0.05131235569
2238	0.0512927092
2239	0.05127843379
2240	0.05126689378
2241	0.05124574809
2242	0.05123262379
2243	0.05121533313
2244	0.05119914689
2245	0.051186808
2246	0.05117167254
2247	0.05115764344
2248	0.05114167312
2249	0.05111921934
2250	0.05109334032
2251	0.05107460275
2252	0.0510592293
2253	0.05104623941
2254	0.05103292736
2255	0.05101092735
2256	0.0509917627
2257	0.05097807079
2258	0.05095704397
2259	0.05094415965
2260	0.05093008534
2261	0.05091472977
2262	0.05091148234
2263	0.05089601093
2264	0.0508927472
2265	0.05087282221
2266	0.0508584199
2267	0.05085127506
2268	0.05084127846
2269	0.05081683992
2270	0.05080085081
2271	0.05078895578
2272	0.05076934113
2273	0.05075057475
2274	0.05073481159
2275	0.05072039618
2276	0.05070594171
2277	0.05069628357
2278	0.05067989533
2279	0.05065456045
2280	0.0506381728
2281	0.05061762394
2282	0.05060390111
2283	0.05058858019
2284	0.0505691259
2285	0.05054462129
2286	0.05052990868
2287	0.05051150954
2288	0.05049073474
2289	0.05047701056
2290	0.05045655599
2291	0.05044401568
2292	0.05041974133
2293	0.05040413383
2294	0.05038394548
2295	0.0503687687
2296	0.05036461633
2297	0.05035320367
2298	0.05033924305
2299	0.05031765338
2300	0.05031194032
2301	0.05029753018
2302	0.05027859902
2303	0.05025567949
2304	0.05022971058
2305	0.05020526696
2306	0.05018199333
2307	0.05016157297
2308	0.0501549957
2309	0.05014506619
2310	0.05013100774
2311	0.05012208709
2312	0.05010239829
2313	0.05008403567
2314	0.05006355102
2315	0.05004463089
2316	0.05003099813
2317	0.05001643996
2318	0.04999568588
2319	0.04998546594
2320	0.04997360298
2321	0.04995823012
2322	0.04994044044
2323	0.04992167818
2324	0.04990608968
2325	0.04990332712
2326	0.04989287233
2327	0.04987435856
2328	0.04986319062
2329	0.04984795105
2330	0.04982673707
2331	0.0498086938
2332	0.04979162768
2333	0.04978204435
2334	0.04976754564
2335	0.04974690428
2336	0.04973479347
2337	0.04971704457
2338	0.04970612114
2339	0.04968735967
2340	0.04967892256
2341	0.04967642862
2342	0.04966202779
2343	0.04964914327
2344	0.04963314739
2345	0.04962140063
2346	0.04959790971
2347	0.04959550695
2348	0.04957580435
2349	0.0495625648
2350	0.04954644614
2351	0.04952748424
2352	0.0495088001
2353	0.04949841346
2354	0.04948150734
2355	0.0494647389
2356	0.04944147848
2357	0.04942866838
2358	0.04940928413
2359	0.04938621483
2360	0.04936321606
2361	0.04934857272
2362	0.04933904954
2363	0.04932512014
2364	0.04931723678
2365	0.04930204449
2366	0.04927781143
2367	0.04926702077
2368	0.04925195527
2369	0.04924121976
2370	0.04921708895
2371	0.04919535567
2372	0.04918325823
2373	0.04916182124
2374	0.04914593385
2375	0.04913559608
2376	0.04911307045
2377	0.04909258257
2378	0.04907606939
2379	0.04905605292
2380	0.04904214579
2381	0.04902811077
2382	0.04901652278
2383	0.04900228121
2384	0.04899101827
2385	0.04897885467
2386	0.04896179555
2387	0.04894931723
2388	0.04892934154
2389	0.04891445343
2390	0.04889101996
2391	0.04888460095
2392	0.04887729986
2393	0.04886276746
2394	0.0488476527
2395	0.04884433616
2396	0.04883529973
2397	0.04881236031
2398	0.04879662436
2399	0.04878575159
2400	0.04876847006
2401	0.04876157904
2402	0.04874464078
2403	0.04872157348
2404	0.04870899948
2405	0.04869181674
2406	0.0486870427
2407	0.04867155897
2408	0.04865673247
2409	0.0486393939
2410	0.04862425652
2411	0.04860787275
2412	0.04859058633
2413	0.04856618571
2414	0.04854383396
2415	0.04852611303
2416	0.04850711569
2417	0.04849367924
2418	0.04847146843
2419	0.04845447586
2420	0.04843639572
2421	0.04842355646
2422	0.04840317755
2423	0.04838540088
2424	0.04837058941
2425	0.04835110534
2426	0.04833782548
2427	0.04831737251
2428	0.04830497695
2429	0.04828873209
2430	0.04827445221
2431	0.04825744945
2432	0.0482425978
2433	0.04823146065
2434	0.04821904128
2435	0.04819857751
2436	0.04818425857
2437	0.04816779784
2438	0.04815511283
2439	0.04813770227
2440	0.04812361284
2441	0.04810926396
2442	0.04810079312
2443	0.0480832937
2444	0.04806893801
2445	0.04805947762
2446	0.04803880164
2447	0.04802736143
2448	0.04802023955
2449	0.04800745486
2450	0.04798804592
2451	0.04797176339
2452	0.04795762428
2453	0.04794036288
2454	0.04792298989
2455	0.04790415167
2456	0.04788467826
2457	0.04786695296
2458	0.04785168776
2459	0.04783434533
2460	0.04781091341
2461	0.04780860379
2462	0.04779238877
2463	0.0477819189
2464	0.04776563611
2465	0.04774451699
2466	0.04772860592
2467	0.04771253279
2468	0.0476992939
2469	0.04768386842
2470	0.0476649914
2471	0.0476522413
2472	0.04763383174
2473	0.04762027739
2474	0.04760440522
2475	0.04758921526
2476	0.04757564375
2477	0.04756233628
2478	0.04755028841
2479	0.04753858234
2480	0.04751963293
2481	0.04750179921
2482	0.04748557063
2483	0.04746323202
2484	0.04744039673
2485	0.04743592019
2486	0.04741562854
2487	0.04739341282
2488	0.04737381726
2489	0.04735592245
2490	0.0473455813
2491	0.04733399409
2492	0.04731971747
2493	0.0473045017
2494	0.04729002394
2495	0.04727697358
2496	0.04725921234
2497	0.04724992422
2498	0.0472357968
2499	0.04723082493
2500	0.04721902078
2501	0.04720624385
2502	0.04719011398
2503	0.04716769349
2504	0.04715957696
2505	0.04713921374
2506	0.0471252434
2507	0.04710948607
2508	0.04708620687
2509	0.04707525665
2510	0.0470657579
2511	0.04704150957
2512	0.04702381033
2513	0.04701656564
2514	0.04700561739
2515	0.04700016539
2516	0.04698376178
2517	0.04697217984
2518	0.04695483025
2519	0.04694444641
2520	0.04692631808
2521	0.04690416622
2522	0.04688312827
2523	0.04686634866
2524	0.04684904634
2525	0.04684529601
2526	0.0468318795
2527	0.04681655528
2528	0.04680153632
2529	0.04679134481
2530	0.04676909662
2531	0.04675870181
2532	0.04674636081
2533	0.04672576792
2534	0.04670217819
2535	0.04668723043
2536	0.04667054636
2537	0.04664962479
2538	0.04663509304
2539	0.04661543757
2540	0.04659947691
2541	0.04658339358
2542	0.04656340707
2543	0.04655091299
2544	0.04653949723
2545	0.04653731449
2546	0.04652632347
2547	0.04651399718
2548	0.04649216532
2549	0.04647556041
2550	0.04645457871
2551	0.04644035637
2552	0.04642979492
2553	0.0464215273
2554	0.04640741485
2555	0.04639256696
2556	0.04638235039
2557	0.04635943335
2558	0.04634628418
2559	0.04633677242
2560	0.04632424326
2561	0.0463093819
2562	0.04629588461
2563	0.0462867949
2564	0.0462735805
2565	0.04625618473
2566	0.04623190604
2567	0.04621123925
2568	0.04619997961
2569	0.04618597092
2570	0.04617231506
2571	0.04616157869
2572	0.04614742958
2573	0.04613294584
2574	0.04611799132
2575	0.04610783551
2576	0.04609515937
2577	0.04607604613
2578	0.04606315386
2579	0.04604623915
2580	0.04602744282
2581	0.04600987363
2582	0.04599921846
2583	0.04598173306
2584	0.04597331385
2585	0.04595628952
2586	0.04594603433
2587	0.04592795076
2588	0.04591087237
2589	0.04589121405
2590	0.04588018089
2591	0.04586903846
2592	0.04585659776
2593	0.04584174097
2594	0.045818096
2595	0.04579183864
2596	0.04577495333
2597	0.04576269478
2598	0.0457400216
2599	0.04573076458
2600	0.04570795968
2601	0.04569579533
2602	0.04567644827
2603	0.04566579681
2604	0.04565706713
2605	0.04563918918
2606	0.0456260928
2607	0.04561390084
2608	0.04560184323
2609	0.0455928696
2610	0.04557401882
2611	0.04555782393
2612	0.04554168941
2613	0.0455319516
2614	0.04551733108
2615	0.04550186407
2616	0.04549786186
2617	0.04548532382
2618	0.04546519469
2619	0.0454438111
2620	0.04543133096
2621	0.04542958762
2622	0.04541438189
2623	0.04540195244
2624	0.04538605931
2625	0.04537860571
2626	0.04536376333
2627	0.04535198411
2628	0.04533313092
2629	0.04531666647
2630	0.04530041411
2631	0.04528054137
2632	0.0452653888
2633	0.04525424492
2634	0.04523965912
2635	0.04522936588
2636	0.04522169798
2637	0.04520129585
2638	0.04518338255
2639	0.04516795346
2640	0.04514892375
2641	0.04513464557
2642	0.0451186315
2643	0.04510774695
2644	0.04509606422
2645	0.04507282918
2646	0.04506077359
2647	0.04504927556
2648	0.04503794222
2649	0.04502742501
2650	0.04501425802
2651	0.04500400421
2652	0.04499575502
2653	0.04498046929
2654	0.04496666593
2655	0.04496316236
2656	0.0449450494
2657	0.04492492611
2658	0.04490638039
2659	0.04488484553
2660	0.04487768898
2661	0.04486744217
2662	0.04485400362
2663	0.04483281374
2664	0.04481766242
2665	0.04480323652
2666	0.04478404486
2667	0.04476797556
2668	0.04474668756
2669	0.04473306955
2670	0.04471955337
2671	0.04470278535
2672	0.044691724
2673	0.04466842135
2674	0.04465804606
2675	0.04464009757
2676	0.0446252564
2677	0.04461235798
2678	0.04459849885
2679	0.04458654131
2680	0.04456680042
2681	0.04455534008
2682	0.04454658446
2683	0.0445359972
2684	0.04452481988
2685	0.0445102173
2686	0.04450140519
2687	0.04449463158
2688	0.04448277041
2689	0.04447401537
2690	0.04445978702
2691	0.04444320769
2692	0.04442979931
2693	0.04441145736
2694	0.04439859189
2695	0.0443856332
2696	0.04437014845
2697	0.04436145823
2698	0.0443519052
2699	0.04434299982
2700	0.04433066231
2701	0.04431795472
2702	0.04430013984
2703	0.04429601563
2704	0.04428015149
2705	0.04426386609
2706	0.0442461803
2707	0.04423377856
2708	0.04421680824
2709	0.04419912265
2710	0.04418778544
2711	0.04417823561
2712	0.04417084892
2713	0.04416205477
2714	0.04415006892
2715	0.04414706898
2716	0.04413329434
2717	0.04412576379
2718	0.04410749721
2719	0.04409034864
2720	0.04407154379
2721	0.04405154654
2722	0.04403980931
2723	0.04403086911
2724	0.04402291916
2725	0.04400625966
2726	0.04399450072
2727	0.04398514752
2728	0.04396839383
2729	0.04396303318
2730	0.04395119282
2731	0.04393952662
2732	0.04391990206
2733	0.04390172058
2734	0.04388927696
2735	0.04387279645
2736	0.04385221178
2737	0.04383892056
2738	0.04382670196
2739	0.04380553228
2740	0.04379531254
2741	0.04378631823
2742	0.04377988949
2743	0.04376440271
2744	0.04375421425
2745	0.04374258957
2746	0.0437263286
2747	0.04371914901
2748	0.04370295722
2749	0.04369223794
2750	0.04367618127
2751	0.04366004131
2752	0.04364945101
2753	0.04363187386
2754	0.04361844989
2755	0.04361010862
2756	0.04360264377
2757	0.04359075397
2758	0.04358041998
2759	0.04356852713
2760	0.0435548884
2761	0.04354019059
2762	0.04353378283
2763	0.04351611891
2764	0.04349694367
2765	0.04348168665
2766	0.04346609132
2767	0.0434568014
2768	0.04344400962
2769	0.0434301884
2770	0.04342031178
2771	0.0434038293
2772	0.04338319284
2773	0.04336567477
2774	0.04334965653
2775	0.04333031612
2776	0.04331760939
2777	0.04330643389
2778	0.04329519731
2779	0.04328047153
2780	0.04326404006
2781	0.04325552305
2782	0.04324570255
2783	0.04323221993
2784	0.04321833041
2785	0.04320017549
2786	0.04318766748
2787	0.04317861784
2788	0.04316755145
2789	0.04315770219
2790	0.04314386561
2791	0.04313240661
2792	0.04312166865
2793	0.04310548086
2794	0.04309135385
2795	0.04308100348
2796	0.04306760333
2797	0.04305346492
2798	0.04303451411
2799	0.04301837804
2800	0.04300558938
2801	0.04299218625
2802	0.04297906294
2803	0.04296964992
2804	0.04296280127
2805	0.0429508487
2806	0.04293590963
2807	0.04292488109
2808	0.04291291834
2809	0.04289987911
2810	0.04288974723
2811	0.04287855393
2812	0.04286591276
2813	0.04285339678
2814	0.04284388672
2815	0.04282946125
2816	0.04281398462
2817	0.04280705046
2818	0.04279233353
2819	0.04277908501
2820	0.04276864317
2821	0.04274547241
2822	0.04273634295
2823	0.04271958884
2824	0.04270558494
2825	0.04269133439
2826	0.0426715314
2827	0.0426593033
2828	0.0426464705
2829	0.04263866115
2830	0.04263015271
2831	0.04261793618
2832	0.04260611232
2833	0.04260117882
2834	0.04259090621
2835	0.04258057762
2836	0.04256550343
2837	0.0425513603
2838	0.04254252922
2839	0.04252607887
2840	0.04250890846
2841	0.04249841333
2842	0.04248884941
2843	0.04247310336
2844	0.04246027969
2845	0.04244206811
2846	0.04242239231
2847	0.04240519063
2848	0.04238520672
2849	0.04237324674
2850	0.04236735582
2851	0.04236048091
2852	0.042353523
2853	0.04233801562
2854	0.04232597216
2855	0.04231403598
2856	0.04229982984
2857	0.04228990638
2858	0.04227762678
2859	0.04225909401
2860	0.04224506049
2861	0.04223278536
2862	0.04222305292
2863	0.04220917684
2864	0.04220217127
2865	0.04219222539
2866	0.04218218944
2867	0.04216644826
2868	0.04215290244
2869	0.04213686528
2870	0.04213025764
2871	0.04211255564
2872	0.04210321016
2873	0.04208916504
2874	0.0420743812
2875	0.04206606659
2876	0.04205680857
2877	0.04203975452
2878	0.04202868839
2879	0.04202021436
2880	0.04201006058
2881	0.04199930706
2882	0.04197980165
2883	0.04196427192
2884	0.04195187719
2885	0.04194591137
2886	0.04193682435
2887	0.04191978474
2888	0.04190229726
2889	0.04188919612
2890	0.04187828807
2891	0.04186825771
2892	0.0418549514
2893	0.04184439592
2894	0.04184034995
2895	0.04182676519
2896	0.04181818056
2897	0.04180298328
2898	0.04179214083
2899	0.04177531118
2900	0.0417636169
2901	0.04175286251
2902	0.04174288182
2903	0.04172721722
2904	0.04171664612
2905	0.04170595343
