iter	RMSE
456	0.1074469644
457	0.1073484655
458	0.1072559833
459	0.1071530501
460	0.1071063184
461	0.1070425562
462	0.1069697809
463	0.1068946635
464	0.1068090758
465	0.1067251455
466	0.1066329556
467	0.1065528104
468	0.1064746579
469	0.1063879373
470	0.106325411
471	0.1062654166
472	0.1062004147
473	0.1061179899
474	0.1060402434
475	0.1059473842
476	0.105877592
477	0.1057863699
478	0.1057067725
479	0.1056536493
480	0.1055773971
481	0.1055048819
482	0.1054399143
483	0.1053655765
484	0.1052893423
485	0.1052263468
486	0.1051573056
487	0.1050822831
488	0.1050238017
489	0.1049558927
490	0.1048803407
491	0.1047980234
492	0.1047289641
493	0.1046662307
494	0.1045783362
495	0.1045176281
496	0.1044340302
497	0.1043732078
498	0.1043089855
499	0.1042327354
500	0.1041402503
501	0.1040648435
502	0.1040051874
503	0.1039222436
504	0.103844404
505	0.1037843986
506	0.1036950967
507	0.1036331787
508	0.1035669815
509	0.1034979304
510	0.1034278701
511	0.1033534845
512	0.1032928574
513	0.1032433058
514	0.1031739427
515	0.1031216912
516	0.103044018
517	0.1029724138
518	0.1029145401
519	0.1028515958
520	0.1027765965
521	0.1027138309
522	0.102648706
523	0.1025773308
524	0.1025010279
525	0.1024111923
526	0.1023561223
527	0.1022972528
528	0.1022475196
529	0.1021850274
530	0.1021149809
531	0.1020402315
532	0.1019816118
533	0.1019165079
534	0.1018367557
535	0.1017758515
536	0.1017353239
537	0.1016766366
538	0.1016244234
539	0.1015523321
540	0.1014788131
541	0.1014227426
542	0.1013644964
543	0.10129057
544	0.1012189516
545	0.1011623985
546	0.1010933006
547	0.1010108048
548	0.1009362406
549	0.1008777879
550	0.1008234016
551	0.1007650605
552	0.100693686
553	0.1006293099
554	0.1005787411
555	0.1004976913
556	0.1004359106
557	0.1003865374
558	0.1003330903
559	0.1002627303
560	0.100208418
561	0.1001521363
562	0.1000966238
563	0.1000299166
564	0.09997129139
565	0.0999187973
566	0.09985063349
567	0.09980174798
568	0.09973416681
569	0.09965904896
570	0.099609831
571	0.09955985079
572	0.0994923401
573	0.09944664067
574	0.09939866625
575	0.0993361616
576	0.09928151426
577	0.09924385629
578	0.09918921951
579	0.09912328569
580	0.09904081104
581	0.09898547666
582	0.09890987224
583	0.09885757132
584	0.09876345026
585	0.09871981549
586	0.09865067471
587	0.09860561312
588	0.09855077714
589	0.09850094189
590	0.09845542604
591	0.09839021484
592	0.09832316002
593	0.09826083336
594	0.0981989214
595	0.09815158432
596	0.09810038134
597	0.09804700084
598	0.09799524375
599	0.09792360846
600	0.09785278623
601	0.0977812461
602	0.09771118398
603	0.09765958619
604	0.09759539579
605	0.09754408585
606	0.09747829123
607	0.09742874223
608	0.09736955177
609	0.09730112199
610	0.09721690257
611	0.09716096617
612	0.09709165949
613	0.0970311909
614	0.09698118706
615	0.09693561292
616	0.09689014291
617	0.09684024831
618	0.09677861009
619	0.09671406263
620	0.09666139539
621	0.09661239133
622	0.09654989886
623	0.09649960717
624	0.09646054259
625	0.09641563902
626	0.09637330245
627	0.09632191604
628	0.0962574061
629	0.09620647932
630	0.09615124564
631	0.09608008109
632	0.09603665709
633	0.09598243796
634	0.09592907232
635	0.09587062105
636	0.09580744231
637	0.09576594791
638	0.09569737151
639	0.09565109262
640	0.09559025495
641	0.09554503551
642	0.09549741112
643	0.0954555424
644	0.09540101134
645	0.09537217447
646	0.0953317871
647	0.09528433167
648	0.09524157427
649	0.09518265647
650	0.09514440919
651	0.09509141603
652	0.09504933141
653	0.09499838183
654	0.09493125895
655	0.09488694086
656	0.09483714961
657	0.09478687633
658	0.09472577115
659	0.0946675984
660	0.09462460628
661	0.09458865344
662	0.09453140604
663	0.09448489528
664	0.09443809967
665	0.09437540446
666	0.0943348664
667	0.09429571598
668	0.09423487128
669	0.09419376459
670	0.09415002614
671	0.09410524459
672	0.09404529271
673	0.09400100656
674	0.09395922125
675	0.09389777131
676	0.09385447955
677	0.09380059334
678	0.09375259739
679	0.09370480105
680	0.09365983412
681	0.09363375334
682	0.09359690438
683	0.09355256788
684	0.09351881149
685	0.09347251996
686	0.09341856963
687	0.09336374063
688	0.09331245757
689	0.09327752933
690	0.09324406998
691	0.09320640231
692	0.09315407687
693	0.09310404012
694	0.09304990617
695	0.09300374526
696	0.09294837639
697	0.09291091825
698	0.09285245722
699	0.09280000041
700	0.09275593838
701	0.09271572984
702	0.09266574845
703	0.09260731199
704	0.0925505928
705	0.09250715371
706	0.09245887809
707	0.09241596889
708	0.09237474975
709	0.09232774288
710	0.09228050061
711	0.09224421602
712	0.09220179151
713	0.09214834189
714	0.09209892699
715	0.09203650354
716	0.0919993185
717	0.09195133784
718	0.09190679208
719	0.09185545205
720	0.09180556406
721	0.09176257712
722	0.09171761126
723	0.09166087015
724	0.09160967055
725	0.09156980611
726	0.09152820444
727	0.09148463006
728	0.09142569582
729	0.09138975694
730	0.09133429347
731	0.09128997682
732	0.09124323847
733	0.09120509373
734	0.09114812051
735	0.0911105764
736	0.09105355827
737	0.09100790679
738	0.09095309717
739	0.09091712658
740	0.09086500287
741	0.09081428613
742	0.09075027375
743	0.09070597905
744	0.09066219378
745	0.09061480256
746	0.0905799961
747	0.09053993437
748	0.090504213
749	0.09046600055
750	0.09041977675
751	0.09038401058
752	0.09034190642
753	0.09030237953
754	0.09026138487
755	0.090214194
756	0.09016929468
757	0.09011374683
758	0.09006646371
759	0.09000958794
760	0.08997510221
761	0.08993903683
762	0.08988904071
763	0.08984013595
764	0.08980984381
765	0.08976419781
766	0.08971728778
767	0.08968230298
768	0.08964456229
769	0.08960353051
770	0.08955348099
771	0.0895056464
772	0.08944782814
773	0.08941984378
774	0.08938820524
775	0.08934576787
776	0.089287957
777	0.08924946031
778	0.08920213194
779	0.08915817425
780	0.08910979457
781	0.08908032739
782	0.08904899715
783	0.08901336147
784	0.08897018984
785	0.08892676558
786	0.08889120263
787	0.0888519405
788	0.08881476696
789	0.08876206996
790	0.08872101091
791	0.08867501082
792	0.08863919726
793	0.0885816657
794	0.0885368056
795	0.08848657153
796	0.08844638224
797	0.08840661528
798	0.08836224403
799	0.08831316763
800	0.08826678741
801	0.08822487627
802	0.08819292417
803	0.08814215436
804	0.0881109089
805	0.0880631624
806	0.08801746241
807	0.08798386597
808	0.08793874399
809	0.08789421864
810	0.08784442134
811	0.08780470095
812	0.0877385073
813	0.0876991267
814	0.08765330823
815	0.0876096245
816	0.08757648666
817	0.08752668655
818	0.08749448022
819	0.08744123236
820	0.08741003231
821	0.08735678034
822	0.0873255411
823	0.08728657512
824	0.08723856033
825	0.08718906421
826	0.087146571
827	0.08711257147
828	0.08706834125
829	0.08701850743
830	0.08698182151
831	0.0869402076
832	0.08689532631
833	0.08685263556
834	0.08680559778
835	0.08677045048
836	0.08673334469
837	0.08669455356
838	0.08666234712
839	0.08662207646
840	0.08659421254
841	0.08656398917
842	0.08653086257
843	0.08648136613
844	0.08645114616
845	0.08641271851
846	0.08637481638
847	0.08632452427
848	0.08629903648
849	0.08624464404
850	0.08618774935
851	0.08615295952
852	0.08612063476
853	0.08608855325
854	0.0860401197
855	0.08599892857
856	0.08595744307
857	0.08591463215
858	0.08587470885
859	0.08583198135
860	0.08580408395
861	0.0857602995
862	0.08573237793
863	0.08569997539
864	0.08565996139
865	0.08561171461
866	0.08557453769
867	0.08552209949
868	0.08548807781
869	0.08545334234
870	0.0854256558
871	0.08539739612
872	0.08537044856
873	0.08534057796
874	0.08529794875
875	0.08526681196
876	0.08522913592
877	0.08519343751
878	0.0851448968
879	0.08508950765
880	0.08503914949
881	0.08499561329
882	0.0849614342
883	0.08493106308
884	0.08489158625
885	0.08483589603
886	0.08479766571
887	0.08476705481
888	0.08473114554
889	0.08467967378
890	0.08464622869
891	0.08460647893
892	0.08455640868
893	0.08452750578
894	0.08449468751
895	0.08446805198
896	0.08441967851
897	0.08437734501
898	0.0843338408
899	0.08430347667
900	0.08426994462
901	0.08423494208
902	0.0842118735
903	0.08418529785
904	0.08412942892
905	0.08409180145
906	0.0840474918
907	0.08400095015
908	0.08395156717
909	0.08390224267
910	0.08385658166
911	0.08382024555
912	0.083788784
913	0.0837577598
914	0.08372042551
915	0.08366541476
916	0.08363328284
917	0.08360255328
918	0.08356524706
919	0.08351806646
920	0.08348038305
921	0.08345538781
922	0.08341122448
923	0.08337477944
924	0.08333139795
925	0.08328160583
926	0.08323430459
927	0.08320206853
928	0.08317094577
929	0.08314837351
930	0.08310468596
931	0.08306735072
932	0.08302750178
933	0.08299138727
934	0.0829606876
935	0.08292549043
936	0.08290041412
937	0.08286262211
938	0.0828225733
939	0.0827820208
940	0.08273463558
941	0.08269727802
942	0.08267258707
943	0.08262612114
944	0.08259571917
945	0.08254917889
946	0.08251199644
947	0.08247850488
948	0.08244776484
949	0.08239765075
950	0.08236856341
951	0.08234170976
952	0.08228834168
953	0.08225669529
954	0.08222412643
955	0.08218498716
956	0.08213844785
957	0.08211518243
958	0.08208101189
959	0.08205112606
960	0.08201573484
961	0.08198221768
962	0.08195667484
963	0.08193039824
964	0.08190165697
965	0.08185455987
966	0.08182471415
967	0.08179493916
968	0.08176718603
969	0.08173150521
970	0.08169947097
971	0.08165623172
972	0.08163016134
973	0.08160330453
974	0.0815501123
975	0.08151236248
976	0.08147993501
977	0.0814399487
978	0.08139869985
979	0.08136877571
980	0.08132919431
981	0.08129303742
982	0.08124151979
983	0.08120419297
984	0.08116492697
985	0.08113732359
986	0.08110344867
987	0.081069348
988	0.08103484057
989	0.08098553453
990	0.08095208073
991	0.08092730891
992	0.08089429719
993	0.08085486657
994	0.08080609678
995	0.0807812272
996	0.0807480596
997	0.08070230669
998	0.08066963319
999	0.0806329041
1000	0.08060231237
1001	0.08056536442
1002	0.08053995511
1003	0.08051135508
1004	0.08047577392
1005	0.08044057984
1006	0.08041339998
1007	0.08037337362
1008	0.08031625865
1009	0.0802850362
1010	0.08025376444
1011	0.08022631333
1012	0.08018818377
1013	0.08015132228
1014	0.08010699748
1015	0.08007352047
1016	0.08003092008
1017	0.07999943094
1018	0.07995936446
1019	0.0799244303
1020	0.0798990555
1021	0.07986162285
1022	0.07983131948
1023	0.07980046449
1024	0.07976333303
1025	0.07973943084
1026	0.07970588417
1027	0.07968128386
1028	0.07965158053
1029	0.07961322206
1030	0.07958397725
1031	0.07955749897
1032	0.07953124702
1033	0.0794970808
1034	0.07946070037
1035	0.07942278845
1036	0.07939008526
1037	0.07934606221
1038	0.07931389032
1039	0.07926529123
1040	0.07922974003
1041	0.07919614862
1042	0.07916336067
1043	0.07912932557
1044	0.07910675121
1045	0.07906740845
1046	0.07904658176
1047	0.07901360417
1048	0.07897950385
1049	0.07894557096
1050	0.07890884431
1051	0.07887266093
1052	0.07883533855
1053	0.0788036143
1054	0.0787769474
1055	0.07874332111
1056	0.07871343111
1057	0.0786812697
1058	0.07864537903
1059	0.07861104542
1060	0.07855699184
1061	0.07854122808
1062	0.07850420077
1063	0.07845882736
1064	0.07842755041
1065	0.07839145098
1066	0.07836550529
1067	0.07833235918
1068	0.0783037082
1069	0.07828726581
1070	0.07824888846
1071	0.07820687037
1072	0.07816357442
1073	0.07812401352
1074	0.07808861446
1075	0.078054932
1076	0.07801629277
1077	0.07796769845
1078	0.07794686034
1079	0.07790711034
1080	0.07788386133
1081	0.07784341901
1082	0.07781888615
1083	0.07778448927
1084	0.07773786093
1085	0.07770500815
1086	0.07767531557
1087	0.07764619744
1088	0.07762715163
1089	0.07758701039
1090	0.07754215673
1091	0.07751265055
1092	0.07749649937
1093	0.07745446701
1094	0.07742795679
1095	0.07739772143
1096	0.07736492071
1097	0.0773351045
1098	0.07730806868
1099	0.07726574286
1100	0.07722174827
1101	0.07720072997
1102	0.07716596396
1103	0.07712258058
1104	0.07708750599
1105	0.07703911319
1106	0.07701623022
1107	0.07700283028
1108	0.07696366269
1109	0.076937352
1110	0.07692375401
1111	0.07689419501
1112	0.07686339313
1113	0.07682559557
1114	0.07680739962
1115	0.07676713858
1116	0.07672521384
1117	0.07671118734
1118	0.07668445312
1119	0.0766442595
1120	0.07661222128
1121	0.07658020556
1122	0.07656355527
1123	0.07653240134
1124	0.07650046666
1125	0.07646000547
1126	0.07643061738
1127	0.07638861458
1128	0.07634511571
1129	0.07630477402
1130	0.07627665917
1131	0.07624504367
1132	0.07620115366
1133	0.07617481404
1134	0.07613256925
1135	0.07608262223
1136	0.07604434444
1137	0.07601356895
1138	0.07598372926
1139	0.07596265768
1140	0.07592242827
1141	0.07588037074
1142	0.07585171948
1143	0.07581818603
1144	0.07578180169
1145	0.0757477214
1146	0.07572780789
1147	0.07570994078
1148	0.07569531784
1149	0.07566474954
1150	0.07562285897
1151	0.07559474264
1152	0.07558044488
1153	0.07554850409
1154	0.07550956905
1155	0.07548088909
1156	0.07544085115
1157	0.07541111999
1158	0.07537606777
1159	0.07534553765
1160	0.07533276957
1161	0.0753145843
1162	0.07530228063
1163	0.07527857927
1164	0.0752461065
1165	0.07523421078
1166	0.07519665551
1167	0.07518010303
1168	0.07516586023
1169	0.07512934263
1170	0.07510507572
1171	0.07508401407
1172	0.07507054907
1173	0.07505250889
1174	0.07502458174
1175	0.07499187524
1176	0.07496282078
1177	0.07495267105
1178	0.07493375326
1179	0.07491900394
1180	0.07490137807
1181	0.07488719407
1182	0.07484787459
1183	0.07483091973
1184	0.07479096963
1185	0.07477669112
1186	0.07476445108
1187	0.07473062225
1188	0.07468958785
1189	0.07467383892
1190	0.07463348184
1191	0.07459411666
1192	0.07455938742
1193	0.07452426719
1194	0.07449175971
1195	0.07445974843
1196	0.07443965481
1197	0.07440859602
1198	0.07437750462
1199	0.07435118535
1200	0.07431770452
1201	0.07429635394
1202	0.07426220647
1203	0.07423890181
1204	0.0742222904
1205	0.07418805285
1206	0.07417808356
1207	0.07415226163
1208	0.07411078342
1209	0.07408519239
1210	0.07405121444
1211	0.07403176813
1212	0.07401840745
1213	0.0739954976
1214	0.07396038028
1215	0.07393259046
1216	0.07390612379
1217	0.07386410328
1218	0.07385087692
1219	0.07384143426
1220	0.0738068709
1221	0.07377739594
1222	0.07374700416
1223	0.07372595095
1224	0.07368495346
1225	0.0736664444
1226	0.07362394107
1227	0.07360178567
1228	0.0735745168
1229	0.07355373038
1230	0.07353456629
1231	0.07349756008
1232	0.0734737907
1233	0.07344892727
1234	0.07342575063
1235	0.07339924781
1236	0.07337002967
1237	0.07334561723
1238	0.07332778811
1239	0.07331017589
1240	0.07328172616
1241	0.07325833664
1242	0.07321390287
1243	0.07317061937
1244	0.07314564961
1245	0.07312393943
1246	0.07309844737
1247	0.07307271046
1248	0.07303581143
1249	0.07300617002
1250	0.07298551309
1251	0.07297141812
1252	0.07293547483
1253	0.07291702616
1254	0.07287017888
1255	0.07284929556
1256	0.07281153788
1257	0.0727892671
1258	0.07276824723
1259	0.07273623063
1260	0.07271989955
1261	0.07269360149
1262	0.07267283834
1263	0.07264613284
1264	0.07261814966
1265	0.07259896411
1266	0.07258593902
1267	0.07256398247
1268	0.07254178122
1269	0.07250722963
1270	0.07249035412
1271	0.07245419097
1272	0.07241854147
1273	0.07237800764
1274	0.07235663269
1275	0.07232743643
1276	0.07228940291
1277	0.07226233857
1278	0.07223447063
1279	0.07220233226
1280	0.07217066521
1281	0.07215330765
1282	0.07212369209
1283	0.07209423411
1284	0.0720688091
1285	0.07204338684
1286	0.07200561323
1287	0.07197183998
1288	0.07193322287
1289	0.07189076915
1290	0.0718776482
1291	0.07185198758
1292	0.07182473838
1293	0.07181374306
1294	0.07178790455
1295	0.07175982715
1296	0.07173387884
1297	0.0717148448
1298	0.07169470689
1299	0.07167821173
1300	0.07164665109
1301	0.07163929556
1302	0.07160500637
1303	0.07155947061
1304	0.07153230228
1305	0.07150209827
1306	0.07148760797
1307	0.07147069713
1308	0.07143784446
1309	0.07140824127
1310	0.07137893001
1311	0.07135815793
1312	0.07132448423
1313	0.07129164172
1314	0.0712639017
1315	0.07123170706
1316	0.0711993846
1317	0.0711721225
1318	0.07114625937
1319	0.07111555151
1320	0.07108325664
1321	0.07104716207
1322	0.07101997544
1323	0.07099508908
1324	0.07098107067
1325	0.07094982078
1326	0.07091943191
1327	0.07089253768
1328	0.07085857965
1329	0.07084539486
1330	0.07081317979
1331	0.07079347725
1332	0.0707597478
1333	0.07073368318
1334	0.07071393571
1335	0.07067974093
1336	0.070647603
1337	0.07062221642
1338	0.07059488553
1339	0.07055810755
1340	0.07054112105
1341	0.07051820686
1342	0.07048644708
1343	0.07044491663
1344	0.07041246576
1345	0.07039401719
1346	0.07035856414
1347	0.07032000663
1348	0.07029960053
1349	0.07027082188
1350	0.07025245005
1351	0.07021943034
1352	0.07018853913
1353	0.07017666667
1354	0.07014697937
1355	0.07011750883
1356	0.07008035335
1357	0.07005571762
1358	0.07002325002
1359	0.06999028639
1360	0.06997632555
1361	0.06995015244
1362	0.06992155271
1363	0.06990576998
1364	0.06987568632
1365	0.0698607113
1366	0.06983218181
1367	0.06981034644
1368	0.06979769209
1369	0.06977800653
1370	0.06974447418
1371	0.06972974659
1372	0.06970172027
1373	0.06967179632
1374	0.06963980497
1375	0.06961151459
1376	0.06958484165
1377	0.06955206014
1378	0.06952364886
1379	0.06950412363
1380	0.06947689884
1381	0.06944929201
1382	0.06941640728
1383	0.06939081753
1384	0.06937474857
1385	0.06936010064
1386	0.06932045533
1387	0.06928316191
1388	0.06925034917
1389	0.06921805731
1390	0.06919689064
1391	0.06918097768
1392	0.06916004789
1393	0.06912600954
1394	0.06909239839
1395	0.06906948306
1396	0.06903606995
1397	0.06899977139
1398	0.06897653858
1399	0.06896042551
1400	0.06893351199
1401	0.06890512817
1402	0.06886915301
1403	0.06885403549
1404	0.0688246602
1405	0.06879540376
1406	0.0687673656
1407	0.06874434502
1408	0.06872002145
1409	0.068703449
1410	0.06867840061
1411	0.06864672939
1412	0.06861713535
1413	0.06858377057
1414	0.06855440791
1415	0.06851837411
1416	0.06848854795
1417	0.06845607888
1418	0.06842602717
1419	0.0684107941
1420	0.06839036198
1421	0.0683626885
1422	0.06833349966
1423	0.06830733488
1424	0.06828128616
1425	0.0682677069
1426	0.06823538206
1427	0.06821581653
1428	0.06817760833
1429	0.06814894967
1430	0.06812298383
1431	0.06809868498
1432	0.06807295024
1433	0.06804031093
1434	0.06801174414
1435	0.06798880315
1436	0.0679658991
1437	0.06793640154
1438	0.06790804554
1439	0.06787484876
1440	0.06784811251
1441	0.06782631518
1442	0.06779839413
1443	0.06777129209
1444	0.06773924424
1445	0.06770898233
1446	0.06767628791
1447	0.06764789559
1448	0.06762492129
1449	0.0675992053
1450	0.06757013062
1451	0.06754682412
1452	0.06752661207
1453	0.06749072155
1454	0.06746768602
1455	0.06745045052
1456	0.06741768398
1457	0.06738809054
1458	0.0673623101
1459	0.06733718062
1460	0.06731394706
1461	0.06728885632
1462	0.06726498593
1463	0.06724369224
1464	0.06722564692
1465	0.06718420215
1466	0.06716305653
1467	0.06712974657
1468	0.06710015498
1469	0.0670646731
1470	0.06703283213
1471	0.06701001027
1472	0.0669907302
1473	0.06696828836
1474	0.06693599318
1475	0.0668955439
1476	0.06686520041
1477	0.06684829265
1478	0.06681422692
1479	0.06679495648
1480	0.06677575293
1481	0.06674306454
1482	0.06672416697
1483	0.0666863548
1484	0.06666736415
1485	0.06664114053
1486	0.06661173386
1487	0.06659598911
1488	0.0665736593
1489	0.06656063502
1490	0.06653115647
1491	0.06650587776
1492	0.06649340166
1493	0.0664692295
1494	0.06645256599
1495	0.06642736544
1496	0.06640871434
1497	0.06638732375
1498	0.06635297173
1499	0.06632765145
1500	0.06629898975
1501	0.06627282919
1502	0.06623964678
1503	0.06621599012
1504	0.06618515231
1505	0.06614499805
